Date,RUT,SP400,OVV,AR,CHK,SWN,RRC,BJ,CAR,PDCE,LSCC,WSC,PFGC,TTEK,HR,IWN,VTWO,URTY,VTWV,TNA,TZA,RWM,SRTY,TWM,AEO,DPZ,FNF,FL,GT,IBKR,MAT,NYT,SEDG,STLD,TRIP,WH,YELP,XMMO,XMHQ,IJH,MDY,IVOO,SPMD,SPY
2022-09-08,1846.9100341796875,2454.429931640625,50.349998474121094,39.279998779296875,100.4000015258789,7.300000190734863,30.520000457763672,78.31999969482422,157.02000427246094,63.849998474121094,53.04999923706055,42.0,50.7400016784668,138.14999389648438,24.34000015258789,144.2899932861328,74.1500015258789,47.619998931884766,126.63999938964844,40.02000045776367,34.869998931884766,23.889999389648438,53.900001525878906,16.110000610351562,10.579999923706055,362.0,38.92307662963867,37.099998474121094,13.630000114440918,67.19000244140625,22.850000381469727,30.559999465942383,314.1600036621094,82.98999786376953,24.520000457763672,66.77999877929688,34.65999984741211,78.31999969482422,68.43000030517578,245.5399932861328,448.6400146484375,166.1300048828125,43.060001373291016,400.3800048828125
2022-09-09,1882.8499755859375,2498.050048828125,52.29999923706055,40.08000183105469,102.77999877929688,7.650000095367432,31.110000610351562,78.91000366210938,168.19000244140625,66.04000091552734,55.279998779296875,42.560001373291016,51.939998626708984,139.94000244140625,24.610000610351562,147.17999267578125,75.5999984741211,50.459999084472656,128.8800048828125,42.38999938964844,32.779998779296875,23.40999984741211,50.720001220703125,15.460000038146973,10.6899995803833,367.1199951171875,40.1634635925293,38.380001068115234,14.020000457763672,69.08999633789062,23.530000686645508,31.780000686645508,313.0,86.5199966430664,25.260000228881836,68.7699966430664,35.459999084472656,79.86000061035156,69.94999694824219,249.9199981689453,456.6700134277344,169.1699981689453,43.86000061035156,406.6000061035156
2022-09-12,1906.0899658203125,2522.659912109375,53.63999938964844,41.29999923706055,103.83000183105469,7.730000019073486,32.0,78.45999908447266,175.5800018310547,66.7699966430664,54.5099983215332,43.0,53.189998626708984,140.3300018310547,25.149999618530273,149.0500030517578,76.55000305175781,52.310001373291016,130.63999938964844,43.959999084472656,31.6200008392334,23.139999389648438,48.84000015258789,15.09000015258789,11.119999885559082,364.44000244140625,40.42307662963867,39.540000915527344,14.34000015258789,69.79000091552734,23.549999237060547,31.739999771118164,316.20001220703125,83.48999786376953,25.65999984741211,68.11000061035156,36.310001373291016,80.33000183105469,70.43000030517578,252.3800048828125,461.0799865722656,170.83999633789062,44.290000915527344,410.9700012207031
2022-09-13,1831.5699462890625,2429.260009765625,51.65999984741211,39.86000061035156,101.43000030517578,7.690000057220459,31.469999313354492,76.08000183105469,165.22000122070312,65.23999786376953,51.70000076293945,42.290000915527344,50.220001220703125,133.97999572753906,24.209999084472656,143.4600067138672,73.58000183105469,46.20000076293945,125.83999633789062,38.79999923706055,35.29999923706055,24.030000686645508,54.630001068115234,16.270000457763672,10.5600004196167,350.3800048828125,39.1634635925293,37.56999969482422,13.430000305175781,68.68000030517578,23.040000915527344,31.0,313.17999267578125,81.91000366210938,25.25,64.81999969482422,35.130001068115234,77.2699966430664,67.69000244140625,242.94000244140625,443.9200134277344,164.47000122070312,42.63999938964844,393.1000061035156
2022-09-14,1838.4599609375,2427.5400390625,53.63999938964844,41.869998931884766,104.55999755859375,8.0600004196167,32.959999084472656,77.16999816894531,166.9600067138672,68.26000213623047,52.380001068115234,42.150001525878906,49.7599983215332,135.85000610351562,23.510000228881836,143.60000610351562,73.86000061035156,46.779998779296875,125.70999908447266,39.29999923706055,34.86000061035156,23.940000534057617,53.97999954223633,16.1200008392334,10.789999961853027,340.2799987792969,38.0384635925293,37.54999923706055,13.260000228881836,70.23999786376953,23.110000610351562,30.579999923706055,322.70001220703125,74.55000305175781,25.81999969482422,67.29000091552734,35.11000061035156,76.86000061035156,67.44999694824219,242.99000549316406,444.0299987792969,164.3800048828125,42.619998931884766,394.6000061035156
2022-09-15,1825.22998046875,2412.830078125,51.31999969482422,39.7599983215332,103.58999633789062,7.650000095367432,31.40999984741211,76.44999694824219,161.6999969482422,64.48999786376953,50.779998779296875,42.279998779296875,49.13999938964844,133.4499969482422,22.979999542236328,142.86000061035156,73.2699966430664,45.68000030517578,125.33999633789062,38.369998931884766,35.66999816894531,24.110000610351562,55.189998626708984,16.389999389648438,10.770000457763672,349.510009765625,38.269229888916016,39.029998779296875,13.079999923706055,69.73999786376953,22.079999923706055,30.889999389648438,313.25,76.2300033569336,25.860000610351562,67.5999984741211,35.18000030517578,76.26000213623047,67.41000366210938,241.5399932861328,441.30999755859375,163.4199981689453,42.36000061035156,390.1199951171875
2022-09-16,1798.18994140625,2380.280029296875,49.54999923706055,37.54999923706055,100.58000183105469,7.210000038146973,29.690000534057617,78.44999694824219,147.3000030517578,62.400001525878906,51.689998626708984,41.72999954223633,48.59000015258789,132.94000244140625,23.110000610351562,141.39999389648438,72.20999908447266,43.54999923706055,123.77999877929688,36.599998474121094,37.29999923706055,24.489999771118164,57.7400016784668,16.899999618530273,10.949999809265137,342.9700012207031,38.5865364074707,39.13999938964844,12.859999656677246,67.72000122070312,20.899999618530273,29.920000076293945,310.510009765625,75.0199966430664,24.389999389648438,64.58999633789062,34.0,74.83999633789062,66.18000030517578,238.05999755859375,433.2300109863281,161.22000122070312,41.79999923706055,385.55999755859375
2022-09-19,1812.8399658203125,2409.510009765625,49.7400016784668,37.52000045776367,102.26000213623047,7.25,30.31999969482422,76.91999816894531,154.1699981689453,62.630001068115234,51.900001525878906,42.68000030517578,49.5,133.07000732421875,23.309999465942383,142.97000122070312,72.83999633789062,44.7599983215332,125.29000091552734,37.61000061035156,36.290000915527344,24.280000686645508,56.22999954223633,16.579999923706055,11.069999694824219,332.9800109863281,39.0,39.400001525878906,13.130000114440918,68.81999969482422,21.780000686645508,30.079999923706055,307.95001220703125,77.19000244140625,24.31999969482422,66.25,34.59000015258789,75.5,67.13999938964844,241.1199951171875,438.9200134277344,163.16000366210938,42.130001068115234,388.54998779296875
2022-09-20,1787.5,2369.64990234375,49.130001068115234,37.209999084472656,102.61000061035156,7.21999979019165,29.8700008392334,75.5,150.0,62.790000915527344,51.15999984741211,42.290000915527344,48.88999938964844,130.38999938964844,23.06999969482422,141.07000732421875,71.87999725341797,42.88999938964844,123.7699966430664,36.08000183105469,37.83000183105469,24.610000610351562,58.52000045776367,17.049999237060547,10.770000457763672,332.3500061035156,38.346153259277344,37.7400016784668,12.489999771118164,67.38999938964844,21.3700008392334,29.59000015258789,294.3599853515625,75.8499984741211,24.6200008392334,65.80000305175781,34.27000045776367,74.47000122070312,66.12999725341797,237.1999969482422,431.6600036621094,160.5500030517578,41.43000030517578,384.0899963378906
2022-09-21,1762.1600341796875,2337.85009765625,47.970001220703125,35.83000183105469,102.08000183105469,7.0,29.049999237060547,75.62999725341797,150.30999755859375,61.09000015258789,51.40999984741211,42.099998474121094,47.369998931884766,130.47999572753906,22.690000534057617,138.97000122070312,70.75,40.97999954223633,121.93000030517578,34.43000030517578,39.47999954223633,24.969999313354492,61.11000061035156,17.549999237060547,10.819999694824219,333.20001220703125,38.144229888916016,37.58000183105469,12.039999961853027,66.94000244140625,20.959999084472656,29.1200008392334,287.9599914550781,74.19999694824219,23.530000686645508,63.09000015258789,33.779998779296875,73.41000366210938,65.5,234.0,425.9800109863281,158.38999938964844,40.86000061035156,377.3900146484375
2022-09-22,1722.31005859375,2288.02001953125,46.790000915527344,33.59000015258789,98.52999877929688,6.78000020980835,27.43000030517578,75.0,138.9499969482422,59.900001525878906,49.349998474121094,41.5099983215332,45.900001525878906,127.6500015258789,22.31999969482422,136.2100067138672,69.16000366210938,38.16999816894531,119.41999816894531,32.06999969482422,42.209999084472656,25.540000915527344,65.27999877929688,18.350000381469727,10.619999885559082,320.1400146484375,35.9615364074707,35.9900016784668,11.800000190734863,65.9800033569336,20.149999618530273,28.709999084472656,270.94000244140625,72.55999755859375,22.459999084472656,60.45000076293945,32.86000061035156,72.4000015258789,64.19999694824219,228.9199981689453,416.6000061035156,154.99000549316406,39.9900016784668,374.2200012207031
2022-09-23,1679.5899658203125,2239.2900390625,42.619998931884766,30.729999542236328,92.93000030517578,6.28000020980835,25.0,73.11000061035156,138.25,53.939998626708984,48.59000015258789,39.880001068115234,44.83000183105469,127.16000366210938,21.90999984741211,132.97999572753906,67.52999877929688,35.31999969482422,116.62000274658203,29.719999313354492,45.310001373291016,26.18000030517578,70.06999969482422,19.260000228881836,10.239999771118164,330.0,35.105770111083984,34.84000015258789,11.25,64.6500015258789,19.899999618530273,27.969999313354492,258.79998779296875,70.19000244140625,22.059999465942383,59.70000076293945,32.61000061035156,69.9000015258789,62.79999923706055,224.1300048828125,407.8699951171875,151.66000366210938,39.150001525878906,367.95001220703125
